ASV	September_62_B	September_33_E	September_43_B	September_62_E	September_41_E	September_29_E	September_48_B	September_17_B	September_66_B	September_29_B	September_55_E	September_29_M	September_66_E	September_8_E	September_12_E	September_8_B	September_17_E	September_43_E	May_38_E	September_717_E	September_48_E	September_35_E	May_66_E	September_64_E	May_8_E	September_48_M	May_12_E	May_33_E	May_17_E	September_35_M	May_717_E	May_35_M	May_55_E	May_35_E	May_12_M	September_35_B	May_29_E	May_64_E	May_41_E	May_64_M	May_35_B	May_33_B	May_38_M	May_12_B	May_74_E	May_74_M	May_41_B	May_55_M	May_48_E	May_29_B	May_29_M	May_74_B	May_64_B	May_43_E	May_48_B	May_41_M	September_12_B	May_55_B	September_55_B	May_33_M	September_717_B	September_64_B	September_41_B	September_38_B	September_55_M	September_33_B	September_64_M	September_38_E	September_41_M	September_12_M	September_33_M	September_717_M	taxonomy
ASV_51	31002	41877	42658	18153	45611	41473	25019	45115	13238	50342	19475	66306	15344	38789	23066	33000	51787	49462	72977	18112	27579	33261	20116	21879	454	37149	4710	11155	1154	31515	34223	44874	8422	70438	7694	22430	157	10349	3377	5049	13254	616	39357	232	5219	2821	351	2055	1041	185	0	360	0	217	320	1663	761	0	0	3252	238	42	438	4109	267	197	0	5906	5526	15574	2242	4579	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Cryomorphaceae; NA; NA
ASV_70	5847	11687	4725	5572	6880	4235	4094	12087	4473	7968	4169	6782	2533	11610	4886	6378	12181	6673	26655	1325	4254	13580	17326	4613	14543	6389	31449	54947	3393	10894	20868	25407	25090	36384	27103	5718	5512	37761	42562	33074	11707	3830	71685	1859	35854	24069	7072	8016	30633	3845	3593	4213	1430	4608	14074	19952	2084	3689	1857	13118	2026	1066	1726	1242	3758	1101	2340	2354	11252	7745	4280	2813	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Pseudarcicella; NA
ASV_100	1692	2302	2533	1551	3440	2055	1365	3490	1269	2216	311	1938	2533	2551	2156	1331	6482	2853	20444	1571	4493	4403	5726	3426	3977	3372	17016	25718	5768	5788	23372	14031	14387	22045	22043	4943	2047	21817	12227	18683	7426	2686	70807	2068	6127	3761	3865	3854	8910	1760	1229	2411	1287	3307	4134	6604	2224	2293	1163	14148	2196	623	1991	4639	3669	1278	2598	3575	11419	11715	12025	6367	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Sporichthyaceae; hgcI clade; NA
ASV_60	17386	20806	6916	9996	24971	5293	9496	11236	6407	4749	15306	5813	7961	11962	12575	6267	13178	13244	44252	4712	26097	26099	12187	9957	1250	25141	3950	5990	1289	25290	47578	52837	8422	66853	8734	24385	630	9790	4833	13002	25683	2400	69401	2486	5900	5829	2636	5138	780	695	1040	2073	1001	488	615	8729	2825	1795	3661	11112	4375	1786	2894	14355	3758	2655	3332	17408	10884	22647	9656	20060	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; env.OPS 17; NA; NA
ASV_72	41926	25587	46834	47509	28284	13638	25417	15407	25690	21108	39198	15259	33655	19527	19689	14365	10186	52824	0	33425	25763	27372	1321	69108	0	35966	3190	3408	0	12013	0	0	4211	0	4506	9186	0	3916	0	5554	0	154	878	163	3858	2821	0	3340	0	0	0	0	229	0	0	924	0	0	0	2385	136	0	0	858	0	0	0	1155	402	1845	0	0	Bacteria; Cyanobacteria; Cyanobacteriia; Synechococcales; Cyanobiaceae; Cyanobium PCC-6307; NA
ASV_71	28233	40992	21158	24128	31405	18806	25929	17791	32400	26649	18168	21981	30905	21286	20336	23239	22866	33569	0	20566	35179	16657	0	67692	0	37977	4558	0	0	7976	0	0	0	3943	9982	10182	0	0	3086	0	0	2906	0	2439	0	0	1010	0	0	0	0	608	1258	0	0	3141	0	2443	0	4662	494	402	518	1059	2424	0	2558	1465	1323	2628	1758	1265	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; CL500-29 marine group; NA
ASV_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25620	0	0	0	24521	0	66352	0	20510	25305	2104	0	37770	29073	10878	15235	20587	0	25355	24894	39767	4166	31717	0	19678	0	30408	24445	4349	4111	0	4354	8698	0	0	5096	0	14317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; NA
ASV_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	7141	2892	0	1313	0	0	7106	0	6585	3505	866	6433	2213	9089	567	3324	0	5436	0	1128	3558	7194	0	2964	1229	2343	8492	163	0	8128	42756	7378	53846	9269	55295	36504	33622	39468	57566	38461	43369	21516	55590	60309	65578	47969	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; NA; NA
ASV_162	64466	18327	4451	50554	15034	311	6084	5107	3385	950	27065	787	3402	17416	4958	6766	5485	7437	0	4417	11519	4933	0	8770	0	16090	0	0	0	730	0	0	0	0	0	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Cyanobacteria; Cyanobacteriia; Synechococcales; Cyanobiaceae; Cyanobium PCC-6307; NA
ASV_73	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	4467	430	1485	0	274	0	0	0	0	0	3307	0	0	614	0	0	3283	0	0	524	0	0	550	0	279	0	0	1757	1233	0	0	0	0	915	0	0	2540	26127	947	8347	0	12530	4418	9995	19122	3780	7551	198	13322	18904	61371	15261	32052	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Candidatus Nitrotoga; NA
ASV_54	385	8411	3355	1781	5287	9839	2786	12854	1269	6385	1555	6903	1230	5189	15521	4825	12537	3005	2329	3190	1291	59625	6754	1553	2272	1538	32968	16009	1493	54811	0	1643	36055	1255	25647	40912	1181	21631	873	22092	2218	2994	1581	7225	27912	27454	1186	24099	0	1945	851	5227	7291	0	0	2124	2565	12263	2759	4933	5907	3171	2124	14812	16698	2124	17431	10480	14082	15713	25859	20888	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Methylacidiphilales; Methylacidiphilaceae; NA; NA
ASV_57	10001	10713	7463	10398	12613	10337	7676	18557	20190	10818	7653	8477	17805	13721	9413	7820	24789	9984	25879	19191	18689	13368	21731	14114	22155	15972	11698	15183	21105	19648	29841	19846	9124	26705	19201	18446	16221	12587	14789	10478	7891	2554	40235	2718	12481	9026	8346	3957	59575	9264	14938	7818	2030	22768	21210	15841	2705	1495	2724	13335	2962	1620	2801	5644	4336	1121	2756	4374	5325	9003	4994	3663	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Sporichthyaceae; Candidatus Planktophila; NA
ASV_46	0	0	0	0	0	0	0	0	0	0	0	0	0	792	144	388	0	0	0	0	0	0	0	0	0	0	3190	2789	0	0	0	0	8422	0	3882	885	551	4475	757	5933	206	4821	351	6551	2042	2068	1625	8427	0	741	473	2614	8978	0	49	1616	13885	5683	22455	2168	21093	37695	12305	1425	55187	14079	59491	600	18033	9562	31464	10706	Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira; NA
ASV_710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga; NA
ASV_48	5847	24790	11914	8675	15989	8531	16888	46733	5440	7335	13937	6358	5139	37118	16384	28286	30061	7590	17597	4368	7122	19521	14977	4568	4317	5679	57428	38008	8551	16584	8347	13652	38249	3405	41936	8005	3228	34777	3202	29792	7633	12152	11596	12987	19969	26702	2372	21119	0	3103	2080	6849	2945	0	0	2910	17712	4536	9266	21574	9329	2465	16406	3415	5781	7531	317	2598	16225	7577	9452	11033	Bacteria; Verrucomicrobiota; Verrucomicrobiae; NA; NA; NA; NA
ASV_43	0	0	0	0	0	0	0	0	0	0	0	0	0	528	287	0	0	0	4917	196	0	6896	7342	137	1818	0	32512	17455	1764	7295	5426	8216	57373	2151	28697	5939	1417	25920	3144	42416	14544	10699	4920	10315	39939	39864	7160	43934	0	695	945	12460	14726	0	0	7159	6992	38534	13934	10353	11032	16840	17720	9369	23369	8298	20802	3775	24815	20942	31133	21368	Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; CL500-3; NA
ASV_37	4077	9916	4108	3562	5160	2865	5686	4426	4473	1900	8586	1877	5428	3958	8767	2939	5129	3617	5176	4859	6453	27213	2056	8678	454	4614	15497	12291	679	19843	3130	13273	23686	5915	15596	15199	945	22190	2737	29035	10779	7022	4217	7248	9077	12787	5051	16957	195	1251	756	7210	5318	0	172	6004	6411	8724	20997	16750	18948	23182	11668	9315	55965	5820	56933	7860	22805	24325	20891	26797	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera; NA
ASV_92	4693	4073	3766	4768	4395	4982	4322	18557	3083	6860	2053	5753	0	12314	4240	7266	18734	5705	46581	5399	3441	6631	31569	2878	31244	4732	8356	16939	19544	5009	37144	22879	6667	38893	5545	4538	24647	4102	29578	6817	7891	1145	54643	0	13162	5641	5535	2569	55283	7643	13803	1780	0	25641	19192	12562	0	798	0	2060	0	0	0	0	0	0	0	1377	0	0	0	0	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Sediminibacterium; NA
ASV_75	38541	3010	1712	23151	0	3425	4833	13705	0	0	0	4541	0	7828	0	7321	11754	1936	38300	6970	12762	7268	17767	1873	33176	10470	24612	54637	6922	6955	31719	15801	10615	24375	19686	4501	27718	12867	40408	9342	11759	3456	33734	1324	19969	11470	2767	4830	50080	6161	16261	2591	343	21033	13730	13901	4007	449	798	13768	3081	180	942	4548	200	1711	119	5706	2210	5816	1758	7610	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; NS9 marine group; NA; NA
ASV_89	1616	7171	3697	2068	3758	8469	7790	11236	0	14459	1244	24887	0	7037	4671	3328	9830	15638	38041	1571	1195	8328	20116	1690	23178	7690	3494	5267	25177	6468	27963	12767	6404	28498	3189	3800	46222	5967	18283	5554	4796	198	54467	1092	3858	3197	1845	1028	48389	7828	25243	5543	543	47325	13287	3233	0	947	0	0	0	0	0	438	0	0	0	2664	234	1761	0	305	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; NA
ASV_77	11693	23462	14790	11260	19875	9528	12453	20259	10216	14089	10515	14048	6514	21989	10994	16306	23293	17727	17597	7362	13144	9018	14096	20554	1591	18456	25372	54121	1493	7392	14399	18455	20528	22045	24746	5017	1339	21631	19272	19567	10057	3830	28815	1557	8850	5829	2021	7656	1496	1529	2080	1667	658	1355	1599	9930	2144	1695	1076	22062	1600	609	810	566	1645	1494	535	1021	3232	2460	2726	1766	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Dinghuibacter; NA
ASV_215	0	18327	0	2585	0	0	10122	596	2176	22110	4978	23434	0	13370	0	0	53639	11003	0	2160	0	1963	0	1325	0	7749	0	0	0	2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Nostocaceae; Dolichospermum NIES41; NA
ASV_106	7462	5932	9038	7985	4459	1557	4208	11066	1028	2797	5538	1332	3474	7740	5030	4049	5984	7692	4658	5792	3155	41483	5433	11008	3181	4437	38741	53398	3732	15320	7304	1643	34564	896	53582	11990	1417	31607	6055	27772	1753	396	9312	348	35400	33095	659	17419	0	0	851	406	0	0	0	2586	641	847	0	9269	187	0	0	895	0	0	0	1310	804	3467	306	174	Bacteria; Cyanobacteria; Cyanobacteriia; Synechococcales; Cyanobiaceae; Cyanobium PCC-6307; NA
ASV_94	16540	29394	27457	23956	25736	31510	19618	42647	32400	12348	27501	20467	27865	35007	17821	25790	21940	21904	0	53353	15964	5093	0	26081	0	15025	0	0	0	0	0	0	0	0	0	1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; NA
ASV_146	10924	5401	3834	10455	7007	8656	1933	30304	14991	4222	6657	8417	13245	16184	5533	11259	16241	6571	17080	53353	5975	13421	17326	5024	0	2248	0	0	4615	10846	0	10112	0	17206	0	5128	0	0	0	0	1496	0	12299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	0	1843	0	0	0	0	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; NS9 marine group; NA; NA
ASV_147	10308	0	479	6894	0	0	853	0	4715	475	9022	0	4125	0	0	0	0	0	26655	15216	3919	2281	36855	1005	51468	1597	22941	14976	2918	3356	38814	15169	6843	14697	16081	3320	17875	26013	16070	7322	12996	176	24247	0	17700	22001	791	1182	0	1945	10400	0	0	5421	0	4849	661	0	0	379	0	0	0	1735	0	0	0	1399	301	1202	586	174	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; NA
ASV_68	23694	14166	6916	17751	8791	6663	6937	19834	10881	8918	4169	12171	6297	13018	5820	11425	24504	14161	23032	18750	13670	13474	14536	6532	11134	17214	6381	6300	48996	13083	23163	13652	11229	24196	6654	7526	28111	14918	15488	15148	5260	1255	38830	1138	5673	4701	2021	3751	17690	7643	16734	7142	944	37242	8661	3418	160	1346	0	1409	0	83	0	3361	0	0	0	15321	0	727	0	741	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; NA
ASV_123	0	0	890	0	0	0	0	2809	7375	0	0	2422	3908	2551	0	2385	3490	866	19926	24836	0	2652	48601	0	16929	0	0	0	15880	3113	7095	5309	0	7348	0	2361	46695	0	6638	0	1547	0	21435	0	3404	5829	1362	1233	40844	6809	20799	4889	0	48626	6816	0	0	0	0	0	358	0	0	822	111	0	0	4618	0	0	0	305	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; NA
ASV_132	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2588	0	0	2281	12040	0	16815	0	33728	34600	1900	2189	3547	6194	22721	5556	31331	1808	5118	47923	33596	33832	9283	1761	1933	1603	37669	33471	8390	11818	0	2131	3593	2501	1144	1518	0	21984	280	2393	104	4391	323	0	0	1753	200	0	99	2265	553	2600	1350	3227	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; NA
ASV_187	1616	1948	7737	3332	1847	747	6369	0	24300	1161	22399	1151	30470	0	1365	388	0	10341	0	20517	10611	0	0	46955	0	7749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	0	0	164	0	0	436	0	0	0	0	327	Bacteria; Planctomycetota; OM190; NA; NA; NA; NA
ASV_65	43849	18769	21500	30045	18537	3300	20868	26899	17711	7757	19350	5510	15633	45122	12791	31724	25288	17370	8281	46923	23946	30343	36855	14479	1363	24017	1519	1239	2511	19843	3339	12767	0	8245	624	14720	236	0	699	0	7994	440	6677	186	9531	8462	439	0	1301	0	0	698	114	108	49	323	15247	0	243	434	2979	69	783	5479	111	590	0	6306	4487	40737	2904	7871	Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; Armatimonadaceae; Armatimonas; NA
ASV_133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2066	0	23291	736	0	1379	30835	0	21133	0	2735	3512	46689	730	8347	12261	614	26526	2911	1660	19135	2051	6579	2777	5312	0	22314	743	5900	4325	527	0	9561	5883	16072	3402	829	14040	4404	924	0	0	0	0	0	0	0	183	0	0	0	1377	0	0	0	0	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; NA
ASV_232	23232	0	0	15741	0	0	2502	4171	0	0	0	0	0	0	0	0	2921	0	7764	0	6500	2599	11012	0	45219	4141	1975	2995	2714	1167	5426	4677	1053	7348	1109	1328	10788	0	2853	0	1289	0	8785	0	0	1692	351	668	5268	834	6523	608	0	867	1452	2402	0	0	0	0	0	0	0	1352	0	0	0	2753	0	475	0	632	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; NA
ASV_56	22694	16733	12873	12753	12613	9528	11486	15748	17530	13140	16861	9688	13245	14073	7761	21076	23080	20376	44252	15707	19310	9655	29366	11419	16247	17273	24916	26854	23344	7927	19824	26292	11229	32620	19062	8079	20158	13706	17933	4671	17019	10303	20557	8642	18608	9214	8302	6885	23869	15702	14370	13293	5404	20871	21111	11407	2504	2592	3037	14798	3422	3324	1978	2721	2690	2025	2538	3020	2143	2796	943	2355	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; NA; NA
ASV_85	0	531	0	0	255	0	114	0	0	0	0	182	0	176	359	166	0	0	0	196	96	2493	1321	0	2954	0	18231	20347	611	1994	835	5056	19300	5018	21419	516	3150	12680	12169	32443	7788	24480	1230	20072	8623	11470	14671	18293	1366	3381	3876	13947	5604	1138	492	22261	581	7477	6542	43419	4154	6426	6093	420	9316	1907	8567	200	3248	503	1529	2704	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; env.OPS 17; NA; NA
ASV_127	8770	8588	4588	5458	7262	3985	4833	13364	7858	6543	4604	5086	6803	14689	6898	10427	26570	4941	14751	5301	8843	15861	4552	7445	568	9169	0	2479	2986	10408	8556	8596	614	19357	3258	11879	1181	559	3785	0	4899	1431	42871	348	0	0	1581	360	4097	1760	1040	1149	772	1518	1476	2309	581	997	364	2385	681	125	411	2630	556	197	0	2953	2093	3691	1045	3053	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; CL500-29 marine group; NA
ASV_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3623	0	0	0	6607	0	3408	0	33576	42140	4479	535	2295	3160	6404	0	28004	0	2047	11095	0	8205	4177	5922	4568	6458	14750	15419	0	6115	0	1436	0	2749	801	0	0	0	16169	548	13726	16587	10317	3074	15185	530	4291	7708	218	222	12759	3467	5146	6149	Bacteria; Verrucomicrobiota; Verrucomicrobiae; NA; NA; NA; NA
ASV_115	40926	15494	26704	38030	16308	20923	22176	20259	8100	24854	11262	28157	9337	12402	9988	8985	12395	18440	0	6037	19454	5570	0	12013	0	15084	0	0	0	1410	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; CL500-3; NA
ASV_59	0	2125	1027	287	1847	560	512	936	0	633	0	182	0	528	3593	333	214	102	1294	1423	191	10185	6901	457	2386	118	15952	6817	0	7101	4382	2275	22897	0	12130	4279	315	13426	640	16663	4126	4535	2108	6064	19742	21060	1977	15878	195	417	0	5317	8178	0	0	2124	3226	18096	4894	2493	8699	6633	6371	19615	20167	3225	19295	9326	30491	24744	23210	40686	Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; CL500-3; NA
ASV_42	26156	12218	7463	15970	18474	9465	15012	16684	34093	16464	14746	8962	33076	14513	12934	9706	26998	14569	19926	34113	29395	18036	20556	26538	20451	25377	10027	12291	21173	11624	16903	13652	8159	19895	12685	18298	16300	7086	20320	6943	10366	5393	39532	5669	7942	6581	20821	4573	35706	16629	11061	10432	7835	24611	25024	16303	5430	5832	6663	11167	6367	3864	6066	11415	6137	4700	3966	10081	6832	7242	3974	5364	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Sporichthyaceae; hgcI clade; NA
ASV_145	0	266	0	0	127	125	0	1021	121	0	0	0	0	0	0	0	0	0	2329	687	0	17081	1321	0	568	0	2127	1756	339	16925	3130	9480	263	2151	347	10403	472	0	1048	379	16813	5592	703	2486	0	1316	5227	1028	0	602	473	946	1716	0	0	1847	2585	3240	243	3849	1873	83	186	8894	311	354	79	5018	385	37466	739	13148	Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; NA
ASV_181	6770	0	0	7928	0	0	9667	32687	9611	0	0	0	8902	27619	0	27398	37255	0	0	24443	5544	15278	0	0	0	6330	0	0	0	3307	0	0	0	0	0	8190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3131	0	0	0	0	Bacteria; Verrucomicrobiota; Verrucomicrobiae; NA; NA; NA; NA
ASV_141	0	11598	11640	5055	12103	2989	7620	9108	12513	3324	22150	4178	16502	7476	12216	2939	7266	11818	0	17621	0	11140	2349	37089	909	5679	5925	4338	271	5107	2295	885	7018	0	5961	2988	1102	7832	3901	7322	1547	1563	0	558	0	0	0	6783	0	0	0	789	0	0	0	1755	0	0	0	4337	545	0	0	0	1623	0	1249	733	1540	0	0	1897	Bacteria; Bacteroidota; Kapabacteria; Kapabacteriales; NA; NA; NA
ASV_81	4539	3718	2807	3160	2293	3176	2900	4767	3143	3377	996	3391	2171	4838	2946	6378	7693	4075	31831	3583	3776	4986	22906	2238	25791	2839	22181	36666	30741	4037	24206	17950	10790	24734	23498	4058	20867	19393	20379	5049	10211	8189	31977	5343	16112	8086	7072	4933	23414	15563	15694	14150	4947	26996	18651	8452	1863	3440	2377	11600	2145	2077	903	1662	1090	1652	694	3286	871	1594	510	589	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Polaromonas; NA
ASV_97	19386	17530	11092	14419	18601	10275	13420	22387	25388	15673	13439	13564	18673	19439	12216	14476	36116	16657	8540	13841	28917	14694	0	29735	682	24076	3190	2066	2443	8803	7721	7458	0	18640	6932	10588	1024	653	2911	3030	3713	1519	31450	743	2269	1692	1845	771	4943	1482	0	946	858	2060	1870	2402	0	947	295	2439	358	319	0	1260	600	157	456	1488	1273	419	535	1221	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; CL500-29 marine group; NA
ASV_87	4616	6817	4382	4768	5797	1308	3867	1277	4110	2058	8026	1453	4994	1583	4814	1109	1211	4228	0	2945	3633	9867	440	5709	227	5265	2127	3408	0	7684	2295	1643	7194	717	3189	7378	0	5594	1339	7953	1341	903	3865	1905	2269	2256	966	6988	0	93	189	1712	2059	0	0	1663	2404	36041	5501	2493	5107	4639	3226	3945	17076	2183	9995	4840	23174	13057	9248	9005	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; NA; NA
ASV_150	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	1028	0	682	0	14889	12807	679	0	2087	0	19914	717	11853	0	709	29369	5706	35725	567	3192	1230	2068	3631	3009	1406	11767	0	1390	756	1555	1001	0	197	5588	1002	3838	5484	13064	2894	5789	1752	146	8538	1081	6108	0	5726	1007	2522	1330	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; NA
ASV_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	3364	1227	0	3872	7635	0	15225	0	5621	7643	17712	10116	2713	2149	2895	1792	7486	10440	15827	3356	13101	2777	4177	3764	5622	3090	7035	3197	8390	1901	35316	12367	19948	6421	2002	26454	25147	11223	5249	1894	2516	11709	4358	1537	2097	12383	534	2989	238	10503	620	6626	764	4819	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Sporichthyaceae; hgcI clade; NA
ASV_258	2846	620	12736	6032	1147	2242	2900	2979	1149	2480	871	2725	1809	4398	216	2440	2636	6164	0	3043	3919	1432	29220	3471	454	3135	0	0	475	0	0	0	0	538	0	184	0	0	408	0	258	0	0	0	28139	11470	0	0	35316	0	0	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	Bacteria; Proteobacteria; NA; NA; NA; NA; NA
ASV_316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	6381	4958	0	0	0	0	33687	0	7971	0	0	34777	1223	26131	516	0	0	0	3177	3573	0	8889	0	0	0	0	0	0	0	2494	0	0	0	759	0	0	0	0	156	0	0	0	84	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; NA; NA
ASV_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	499	0	0	540	0	2281	0	0	3408	0	11395	19934	3800	5107	2504	0	10966	0	20934	7046	2441	12587	11296	16916	1392	4865	2460	4902	4992	1692	4393	4933	7740	5327	4727	2997	3231	4554	3420	11269	4648	2044	7444	30898	6333	5706	5655	8054	26126	4542	21060	4441	23358	19320	34751	12079	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Sporichthyaceae; hgcI clade; NA
ASV_223	3231	6906	5752	4021	4587	4297	5516	5618	2237	4908	3484	4905	2533	5893	3880	3605	4630	5451	34677	2503	4111	2493	9250	6486	0	6625	4254	3202	543	1313	24206	8216	2632	20253	3812	1586	0	2051	0	0	3765	110	23192	116	0	2821	0	462	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	377	201	923	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter; NA
